id,publisher,isbn,title,series,author,year,ENTRYTYPE,journal,number,volume,link,pages,booktitle,crossref
101,0,0,"Supporting Keyword Queries on Structured Databases with Limited Search Interfaces",0,"Nurcan Yuruk and Xiaowei Xu and Chen Li and Jeffrey Xu Yu",2008,inproceedings,0,0,0,http://dx.doi.org/10.1007/978-3-540-78568-2_32,432--439,"Database Systems for Advanced Applications, 13th International Conference, {DASFAA} 2008, New Delhi, India, March 19-21, 2008. Proceedings",DBLP:conf/dasfaa/2008
102,0,0,"Detection of Shape Anomalies: {A} Probabilistic Approach Using Hidden Markov Models",0,"Zheng Liu and Jeffrey Xu Yu and Lei Chen and Di Wu",2008,inproceedings,0,0,0,http://dx.doi.org/10.1109/ICDE.2008.4497544,1325--1327,"Proceedings of the 24th International Conference on Data Engineering, {ICDE} 2008, April 7-12, 2008, Canc{\'{u}}n, M{\'{e}}xico",DBLP:conf/icde/2008
103,0,0,Fires on the Web: Towards Efficient Exploring Historical Web Graphs,0,"Zhenglu Yang and Jeffrey Xu Yu and Zheng Liu and Masaru Kitsuregawa",2010,inproceedings,0,0,0,http://dx.doi.org/10.1007/978-3-642-12026-8_46,612--626,"Database Systems for Advanced Applications, 15th International Conference, {DASFAA} 2010, Tsukuba, Japan, April 1-4, 2010, Proceedings, Part {I}",DBLP:conf/dasfaa/2010-1
104,0,0,Co-occurrence prediction in a large location-based social network,0,"Rong{-}Hua Li and Jianquan Liu and Jeffrey Xu Yu and Hanxiong Chen and Hiroyuki Kitagawa",2013,article,Frontiers of Computer Science,2,7,http://dx.doi.org/10.1007/s11704-013-3902-8,185--194,0,
105,0,0,Keyword Search in Relational Databases: {A} Survey,0,"Jeffrey Xu Yu and Lu Qin and Lijun Chang",2010,article,{IEEE} Data Eng. Bull.,1,33,http://sites.computer.org/debull/A10mar/yu-paper.pdf,67--78,0,
106,0,0,"Query Translation from XPath to {SQL} in the Presence of Recursive DTDs",0,"Wenfei Fan and Jeffrey Xu Yu and Hongjun Lu and Jianhua Lu and Rajeev Rastogi",2005,inproceedings,0,0,0,http://www.vldb2005.org/program/paper/wed/p337-fan.pdf,337--348,"Proceedings of the 31st International Conference on Very Large Data Bases, Trondheim, Norway, August 30 - September 2, 2005",DBLP:conf/vldb/2005
107,0,0,Computing weight constraint reachability in large networks,0,"Miao Qiao and Hong Cheng and Lu Qin and Jeffrey Xu Yu and Philip S. Yu and Lijun Chang",2013,article,{VLDB} J.,3,22,http://dx.doi.org/10.1007/s00778-012-0288-4,275--294,0,
108,0,0,"Multiscale Representations for Fast Pattern Matching in Stream Time Series",0,"Xiang Lian and Lei Chen and Jeffrey Xu Yu and Jinsong Han and Jian Ma",2009,article,{IEEE} Trans. Knowl. Data Eng.,4,21,http://dx.doi.org/10.1109/TKDE.2008.184,568--581,0,
109,0,0,A New Path Expression Computing Approach for {XML} Data,0,"Jianhua Lv and Guoren Wang and Jeffrey Xu Yu and Ge Yu and Hongjun Lu and Bing Sun",2002,inproceedings,0,0,0,http://dx.doi.org/10.1007/3-540-36556-7_3,35--46,"Efficiency and Effectiveness of {XML} Tools and Techniques and Data Integration over the Web, {VLDB} 2002 Workshop {EEXTT} and CAiSE 2002 Workshop DTWeb. Revised Papers",DBLP:conf/eextt/2002
110,0,0,Finding information nebula over large networks,0,"Lijun Chang and Jeffrey Xu Yu and Lu Qin and Yuanyuan Zhu and Haixun Wang",2011,inproceedings,0,0,0,http://doi.acm.org/10.1145/2063576.2063787,1465--1474,"Proceedings of the 20th {ACM} Conference on Information and Knowledge Management, {CIKM} 2011, Glasgow, United Kingdom, October 24-28, 2011",DBLP:conf/cikm/2011
111,0,0,Exploring Hierarchies in Online Social Networks,0,"Can Lu and Jeffrey Xu Yu and Rong{-}Hua Li and Hao Wei",2015,article,CoRR,0,abs/1502.04220,http://arxiv.org/abs/1502.04220,0,0,
112,0,0,Probabilistic ranking over relations,0,"Lijun Chang and Jeffrey Xu Yu and Lu Qin and Xuemin Lin",2010,inproceedings,0,0,0,http://doi.acm.org/10.1145/1739041.1739099,477--488,"{EDBT} 2010, 13th International Conference on Extending Database Technology, Lausanne, Switzerland, March 22-26, 2010, Proceedings",DBLP:conf/edbt/2010
113,0,0,"A Guideline for Implementing Access Method Modules in Extensible {DBMS} {MODUS}",0,"Kazutaka Furuse and Jeffrey Xu Yu and Kazunori Yamaguchi and Hiroyuki Kitagawa and Nobuo Ohbo",1993,inproceedings,0,0,0,0,39--54,"Advances in Database Research - Proceedings of the 4th Australian Database Conference, {ADC} '93, Griffith University, Brisbane, Queensland, Australia, February 1-2, 1993",DBLP:conf/adc/1993
114,0,0,"A Framework of Algorithms: Computing the Bias and Prestige of Nodes in Trust Networks",0,"Rong{-}Hua Li and Jeffrey Xu Yu and Xin Huang and Hong Cheng",2012,article,CoRR,0,abs/1207.5661,http://arxiv.org/abs/1207.5661,0,0,
115,0,0,Fast Single-Pair SimRank Computation,0,"Pei Li and Hongyan Liu and Jeffrey Xu Yu and Jun He and Xiaoyong Du",2010,inproceedings,0,0,0,http://dx.doi.org/10.1137/1.9781611972801.50,571--582,"Proceedings of the {SIAM} International Conference on Data Mining, {SDM} 2010, April 29 - May 1, 2010, Columbus, Ohio, {USA}",DBLP:conf/sdm/2010
116,0,0,Scalable Diversified Ranking on Large Graphs,0,"Rong{-}Hua Li and Jeffrey Xu Yu",2011,inproceedings,0,0,0,http://dx.doi.org/10.1109/ICDM.2011.126,1152--1157,"11th {IEEE} International Conference on Data Mining, {ICDM} 2011, Vancouver, BC, Canada, December 11-14, 2011",DBLP:conf/icdm/2011
117,0,0,Research on geographic information sharing in different cultural backgrounds,0,"Xu Yu and Ning Chen and Jianbang He and Yanrong Cao and Liguang Ma and Haijun Yang",2010,inproceedings,0,0,0,http://dx.doi.org/10.1109/GEOINFORMATICS.2010.5567613,1--5,"The 18th International Conference on Geoinformatics: GIScience in Change, Geoinformatics 2010, Peking University, Beijing, China, June, 18-20, 2010",DBLP:conf/geoinformatics/2010
118,0,0,"Efficient Algorithms for Distance-Based Representative Skyline Computation in 2D Space",0,"Taotao Cai and Rong{-}Hua Li and Jeffrey Xu Yu and Rui Mao and Yadi Cai",2015,inproceedings,0,0,0,http://dx.doi.org/10.1007/978-3-319-25255-1_10,116--128,"Web Technologies and Applications - 17th Asia-PacificWeb Conference, APWeb 2015, Guangzhou, China, September 18-20, 2015, Proceedings",DBLP:conf/apweb/2015
119,0,0,Transforming Tree Patterns with DTDs for Query Containment Test,0,"Junhu Wang and Jeffrey Xu Yu and Chengfei Liu and Rui Zhou",2008,inproceedings,0,0,0,http://dx.doi.org/10.1007/978-3-540-85654-2_64,727--734,"Database and Expert Systems Applications, 19th International Conference, {DEXA} 2008, Turin, Italy, September 1-5, 2008. Proceedings",DBLP:conf/dexa/2008
120,0,0,Computing Structural Statistics by Keywords in Databases,0,"Lu Qin and Jeffrey Xu Yu and Lijun Chang",2012,article,{IEEE} Trans. Knowl. Data Eng.,10,24,http://dx.doi.org/10.1109/TKDE.2012.78,1731--1746,0,
121,0,0,"Evaluating Irredundant Maximal Contained Rewritings for XPath Queries on Views",0,"Rui Zhou and Chengfei Liu and Jianxin Li and Junhu Wang and Jeffrey Xu Yu",2014,article,Comput. J.,11,57,http://dx.doi.org/10.1093/comjnl/bxt091,1674--1692,0,
122,0,0,Top-K Structural Diversity Search in Large Networks,0,"Xin Huang and Hong Cheng and Rong{-}Hua Li and Lu Qin and Jeffrey Xu Yu",2013,article,PVLDB,13,6,http://www.vldb.org/pvldb/vol6/p1618-cheng.pdf,1618--1629,0,
123,0,0,Multiple Materialized View Selection for XPath Query Rewriting,0,"Nan Tang and Jeffrey Xu Yu and M. Tamer {\""{O}}zsu and Byron Choi and Kam{-}Fai Wong",2008,inproceedings,0,0,0,http://dx.doi.org/10.1109/ICDE.2008.4497496,873--882,"Proceedings of the 24th International Conference on Data Engineering, {ICDE} 2008, April 7-12, 2008, Canc{\'{u}}n, M{\'{e}}xico",DBLP:conf/icde/2008
124,0,0,Suppressing model overfitting in mining concept-drifting data streams,0,"Haixun Wang and Jian Yin and Jian Pei and Philip S. Yu and Jeffrey Xu Yu",2006,inproceedings,0,0,0,http://doi.acm.org/10.1145/1150402.1150496,736--741,"Proceedings of the Twelfth {ACM} {SIGKDD} International Conference on Knowledge Discovery and Data Mining, Philadelphia, PA, USA, August 20-23, 2006",DBLP:conf/kdd/2006
125,0,0,"Progressive skyline query evaluation and maintenance in wireless sensor networks",0,"Baichen Chen and Weifa Liang and Jeffrey Xu Yu",2009,inproceedings,0,0,0,http://doi.acm.org/10.1145/1645953.1646141,1445--1448,"Proceedings of the 18th {ACM} Conference on Information and Knowledge Management, {CIKM} 2009, Hong Kong, China, November 2-6, 2009",DBLP:conf/cikm/2009
126,0,0,Top-K Graph Pattern Matching: {A} Twig Query Approach,0,"Xianggang Zeng and Jiefeng Cheng and Jeffrey Xu Yu and Shengzhong Feng",2012,inproceedings,0,0,0,http://dx.doi.org/10.1007/978-3-642-32281-5_28,284--295,"Web-Age Information Management - 13th International Conference, {WAIM} 2012, Harbin, China, August 18-20, 2012. Proceedings",DBLP:conf/waim/2012
127,0,0,Object Placement in Parallel {OODBMS},0,"Z. He and Jeffrey Xu Yu",1999,inproceedings,0,0,0,0,101--114,"Database Systems 99, Proceedings of the 10th Australasian Database Conference, {ADC} '99, Auckland, New Zealand, 18-21 January 1999",DBLP:conf/adc/1999
128,0,0,Finding top-k similar graphs in graph databases,0,"Yuanyuan Zhu and Lu Qin and Jeffrey Xu Yu and Hong Cheng",2012,inproceedings,0,0,0,http://doi.acm.org/10.1145/2247596.2247650,456--467,"15th International Conference on Extending Database Technology, {EDBT} '12, Berlin, Germany, March 27-30, 2012, Proceedings",DBLP:conf/edbt/2012
129,0,0,"Finding the Cost-Optimal Path with Time Constraint over Time-Dependent Graphs",0,"Yajun Yang and Hong Gao and Jeffrey Xu Yu and Jianzhong Li",2014,article,PVLDB,9,7,http://www.vldb.org/pvldb/vol7/p673-yang.pdf,673--684,0,
130,0,0,Materialized view selection as constrained evolutionary optimization,0,"Jeffrey Xu Yu and Xin Yao and Chi{-}Hon Choi and Gang Gou",2003,article,"{IEEE} Transactions on Systems, Man, and Cybernetics, Part {C}",4,33,http://dx.doi.org/10.1109/TSMCC.2003.818494,458--467,0,
131,0,0,Graph Reachability Queries: {A} Survey,0,"Jeffrey Xu Yu and Jiefeng Cheng",2010,incollection,0,0,0,http://dx.doi.org/10.1007/978-1-4419-6045-0_6,181--215,Managing and Mining Graph Data,DBLP:series/ads/2010-40
132,0,0,Semantics based Buffer Reduction for Queries over {XML} Data Streams,0,"Chi Yang and Chengfei Liu and Jianxin Li and Jeffrey Xu Yu and Junhu Wang",2008,inproceedings,0,0,0,http://crpit.com/abstracts/CRPITV75Yang.html,145--153,"Database Technologies 2008. Proceedings of the Nineteenth Australasian Database Conference, {ADC} 2008, January 22-25, 2008, Wollongong, NSW, Australia",DBLP:conf/adc/2008
133,0,0,Constructing Suffix Tree for Gigabyte Sequences with Megabyte Memory,0,"Ching{-}Fung Cheung and Jeffrey Xu Yu and Hongjun Lu",2005,article,{IEEE} Trans. Knowl. Data Eng.,1,17,http://dx.doi.org/10.1109/TKDE.2005.3,90--105,0,
134,0,0,Top-down keyword query processing on {XML} data,0,"Junfeng Zhou and Xingmin Zhao and Wei Wang and Ziyang Chen and Jeffrey Xu Yu",2013,inproceedings,0,0,0,http://doi.acm.org/10.1145/2505515.2505727,2225--2230,"22nd {ACM} International Conference on Information and Knowledge Management, CIKM'13, San Francisco, CA, USA, October 27 - November 1, 2013",DBLP:conf/cikm/2013
135,0,0,An efficient strategy for mining exceptions in multi-databases,0,"Shichao Zhang and Chengqi Zhang and Jeffrey Xu Yu",2004,article,Inf. Sci.,01-Feb,165,http://dx.doi.org/10.1016/j.ins.2003.10.008,1--20,0,
136,0,0,Approximate Graph Schema Extraction for Semi-Structured Data,0,"Qiu Yue Wang and Jeffrey Xu Yu and Kam{-}Fai Wong",2000,inproceedings,0,0,0,http://dx.doi.org/10.1007/3-540-46439-5_21,302--316,"Advances in Database Technology - {EDBT} 2000, 7th International Conference on Extending Database Technology, Konstanz, Germany, March 27-31, 2000, Proceedings",DBLP:conf/edbt/2000
137,0,0,A Performance Study of Mobile {TCP/IP} Solutions,0,"Xun Qu and Jeffrey Xu Yu",1998,article,Australian Computer Journal,2,30,0,53--64,0,
138,0,0,XPath Rewriting Using Multiple Views,0,"Junhu Wang and Jeffrey Xu Yu",2008,inproceedings,0,0,0,http://dx.doi.org/10.1007/978-3-540-85654-2_43,493--507,"Database and Expert Systems Applications, 19th International Conference, {DEXA} 2008, Turin, Italy, September 1-5, 2008. Proceedings",DBLP:conf/dexa/2008
139,0,0,A novel virtual sample generation method based on Gaussian distribution,0,"Jing Yang and Xu Yu and Zhiqiang Xie and Jianpei Zhang",2011,article,Knowl.-Based Syst.,6,24,http://dx.doi.org/10.1016/j.knosys.2010.12.010,740--748,0,
140,0,0,"Approximate Processing of Massive Continuous Quantile Queries over High-Speed Data Streams",0,"Xuemin Lin and Jian Xu and Qing Zhang and Hongjun Lu and Jeffrey Xu Yu and Xiaofang Zhou and Yidong Yuan",2006,article,{IEEE} Trans. Knowl. Data Eng.,5,18,http://dx.doi.org/10.1109/TKDE.2006.73,683--698,0,
141,0,0,"Performance Evaluation of a DOM-Based {XML} Database: Storage, Indexing and Query Optimization",0,"Jianhua Lv and Guoren Wang and Jeffrey Xu Yu and Ge Yu and Hongjun Lu and Bing Sun",2002,inproceedings,0,0,0,http://dx.doi.org/10.1007/3-540-45703-8_2,13--24,"Advances in Web-Age Information Management, Third International Conference, {WAIM} 2002, Beijing, China, August 11-13, 2002, Proceedings",DBLP:conf/waim/2002
142,0,0,On Tree Pattern Query Rewriting Using Views,0,"Junhu Wang and Jeffrey Xu Yu and Chengfei Liu",2007,inproceedings,0,0,0,http://dx.doi.org/10.1007/978-3-540-76993-4_1,1--12,"Web Information Systems Engineering - {WISE} 2007, 8th International Conference on Web Information Systems Engineering, Nancy, France, December 3-7, 2007, Proceedings",DBLP:conf/wise/2007
143,0,0,Identifying Interesting Patterns in Multidatabases,0,"Chengqi Zhang and Jeffrey Xu Yu and Shichao Zhang",2005,incollection,0,0,0,http://dx.doi.org/10.1007/11011620_7,91--112,Classification and Clustering for Knowledge Discovery,DBLP:series/sci/2005-4
144,0,0,Contained Rewritings of XPath Queries Using Views Revisited,0,"Junhu Wang and Jeffrey Xu Yu and Chengfei Liu",2008,inproceedings,0,0,0,http://dx.doi.org/10.1007/978-3-540-85481-4_31,410--425,"Web Information Systems Engineering - {WISE} 2008, 9th International Conference, Auckland, New Zealand, September 1-3, 2008. Proceedings",DBLP:conf/wise/2008
145,0,0,Energy-efficient top-k query processing in wireless sensor networks,0,"Baichen Chen and Weifa Liang and Rui Zhou and Jeffrey Xu Yu",2010,inproceedings,0,0,0,http://doi.acm.org/10.1145/1871437.1871482,329--338,"Proceedings of the 19th {ACM} Conference on Information and Knowledge Management, {CIKM} 2010, Toronto, Ontario, Canada, October 26-30, 2010",DBLP:conf/cikm/2010
146,0,0,"Decomposition - An Approach for Optimizing Queries Including {ADT} Functions",0,"Hanxiong Chen and Xu Yu and Kazunori Yamaguchi and Hiroyuki Kitagawa and Nobuo Ohbo and Yuzuru Fujiwara",1992,article,Inf. Process. Lett.,6,43,http://dx.doi.org/10.1016/0020-0190(92)90120-K,327--333,0,
147,0,0,A Simple but Effective Dynamic Materialized View Caching,0,"Chi{-}Hon Choi and Jeffrey Xu Yu and Hongjun Lu",2004,inproceedings,0,0,0,http://dx.doi.org/10.1007/978-3-540-27772-9_16,147--156,"Advances in Web-Age Information Management: 5th International Conference, {WAIM} 2004, Dalian, China, July 15-17, 2004",DBLP:conf/waim/2004
148,0,0,What Makes the Differences: Benchmarking {XML} Database Implementations,0,"Hongjun Lu and Jeffrey Xu Yu and Guoren Wang and Shihui Zheng and Haifeng Jiang and Ge Yu and Aoying Zhou",2003,inproceedings,0,0,0,http://dx.doi.org/10.1109/ICDE.2003.1260847,720--722,"Proceedings of the 19th International Conference on Data Engineering, March 5-8, 2003, Bangalore, India",DBLP:conf/icde/2003
149,0,0,Answering tree pattern queries using views: a revisit,0,"Junhu Wang and Jiang Li and Jeffrey Xu Yu",2011,inproceedings,0,0,0,http://doi.acm.org/10.1145/1951365.1951386,153--164,"{EDBT} 2011, 14th International Conference on Extending Database Technology, Uppsala, Sweden, March 21-24, 2011, Proceedings",DBLP:conf/edbt/2011
150,0,0,Stock risk mining by news,0,"Qi Pan and Hong Cheng and Di Wu and Jeffrey Xu Yu and Yiping Ke",2010,inproceedings,0,0,0,http://portal.acm.org/citation.cfm?id=1862265&CFID=17470975&CFTOKEN=71845406,179--188,"Database Technologies 2010, Twenty-First Australasian Database Conference {(ADC} 2010), Brisbane, Australia, 18-22 January, 2010, Proceedings",DBLP:conf/adc/2010
151,0,0,The exact distance to destination in undirected world,0,"Lijun Chang and Jeffrey Xu Yu and Lu Qin and Hong Cheng and Miao Qiao",2012,article,{VLDB} J.,6,21,http://dx.doi.org/10.1007/s00778-012-0274-x,869--888,0,
152,0,0,Finding frequent co-occurring terms in relational keyword search,0,"Yufei Tao and Jeffrey Xu Yu",2009,inproceedings,0,0,0,http://doi.acm.org/10.1145/1516360.1516456,839--850,"{EDBT} 2009, 12th International Conference on Extending Database Technology, Saint Petersburg, Russia, March 24-26, 2009, Proceedings",DBLP:conf/edbt/2009
153,0,0,"Clustering Large Attributed Graphs: {A} Balance between Structural and Attribute Similarities",0,"Hong Cheng and Yang Zhou and Jeffrey Xu Yu",2011,article,TKDD,2,5,http://doi.acm.org/10.1145/1921632.1921638,12,0,
154,0,0,"Query-Driven Frequent Co-Occurring Term Computation over Relational Data Using MapReduce",0,"Jianxin Li and Chengfei Liu and Rui Zhou and Jeffrey Xu Yu",2015,article,Comput. J.,3,58,http://dx.doi.org/10.1093/comjnl/bxu090,497--513,0,
155,0,0,Pushing Aggregate Constraints by Divide-and-Approximate,0,"Ke Wang and Yuelong Jiang and Jeffrey Xu Yu and Guozhu Dong and Jiawei Han",2003,inproceedings,0,0,0,http://dx.doi.org/10.1109/ICDE.2003.1260800,291--302,"Proceedings of the 19th International Conference on Data Engineering, March 5-8, 2003, Bangalore, India",DBLP:conf/icde/2003
156,0,0,"Efficient Computation of \emph{k}-Medians over Data Streams Under Memory Constraints",0,"Zhihong Chong and Jeffrey Xu Yu and Zhengjie Zhang and Xuemin Lin and Wei Wang and Aoying Zhou",2006,article,J. Comput. Sci. Technol.,2,21,http://dx.doi.org/10.1007/s11390-006-0284-5,284--296,0,
