id,label,left_title,left_authors,left_venue,left_year,right_title,right_authors,right_venue,right_year
136,0,aurora : a data stream management system,"nesime tatbul , daniel j. abadi , c. erwin , anurag maskey , mitch cherniack , alex rasin , christian convey , a. singer , eduardo f. galvez , r. yan , ugur çetintemel , ying xing , stanley b. zdonik , michael stonebraker , donald carney , m. hatoun",SIGMOD,2003,the mariposa distributed database management system,jeff sidell,SIGMOD Rec.,1996
137,0,a logical foundation for deductive object-oriented databases,"mengchi liu , tok wang ling , gillian dobbie",ACM TODS,2002,a taxonomy for secure object-oriented databases,"martin s. olivier , sebastiaan h. von solms",ACM TODS,1994
138,1,zoo : a desktop experiment management environment,"miron livny , yannis e. ioannidis , nagavamsi ponnekanti , shivani gupta",VLDB,1996,zoo : a desktop experiment management environment,"yannis e. ioannidis , miron livny , s. gupta , nagavamsi ponnekanti",VLDB,1996
139,0,the database and information system research group at the university of ulm,"peter dadam , wolfgang klas",SIGMOD Rec.,1997,database research at the university of illinois at urbana-champaign,"m. winslett , k. chang , a. doan , j. han , c. zhai , y. zhou",SIGMOD Rec.,2002
140,0,online scaling in a highly available database,"svein erik bratsberg , rune humborstad",VLDB,2001,a scalable and highly available networked database architecture,"roger bamford , rafiul ahad , angelo pruscino",VLDB,1999
141,0,the mlpq/gis constraint database system,"yuguo liu , yiming li , pradip kanjamala , rui chen , yonghui wang , peter z. revesz",SIGMOD,2000,safe query languages for constraint databases,peter z. revesz,ACM TODS,1998
142,0,combining multi-visual features for efficient indexing in a large image database,"quan z. sheng , anne h. h. ngu , ron lei , du q. huynh",VLDBJ,2001,an efficient algorithm for mining association rules in large databases,"ashoka savasere , edward omiecinski , shamkant b. navathe",VLDB,1995
143,0,index configuration in object-oriented databases,elisa bertino,VLDBJ,1994,a taxonomy for secure object-oriented databases,"martin s. olivier , sebastiaan h. von solms",ACM TODS,1994
144,0,databases for networks,h. v. jagadish,SIGMOD,1994,an experimental object-based sharing system for networked databases,"doug fang , shahram ghandeharizadeh , dennis mcleod",VLDBJ,1996
145,0,reasoning on regular path queries,"giuseppe de giacomo , moshe y. vardi , maurizio lenzerini , diego calvanese",SIGMOD Rec.,2003,xpath queries on streaming data,"feng peng , sudarshan s. chawathe",SIGMOD,2003
146,0,optimizing queries with universal quantification in object-oriented and object-relational databases,"guido moerkotte , jens claußen , klaus peithner , alfons kemper",VLDB,1997,versioning and configuration management in an object-oriented data model,edward sciore,VLDBJ,1994
147,1,"active storage hierarchy , database systems and applications - socratic exegesis","joel h. saltz , john burgess , felipe cariño , william o'connell",VLDB,1999,"active storage hierarchy , database systems and applications - socratic exegesis","felipe cari &#241; o , william o'connell , john burgess , joel h. saltz",VLDB,1999
148,0,coalescing in temporal databases,"michael d. soo , richard t. snodgrass , michael h. böhlen",VLDB,1996,semantic assumptions and query evaluation in temporal databases,"claudio bettini , x. sean wang , elisa bertino , sushil jajodia",SIGMOD,1995
149,1,qc-trees : an efficient summary structure for semantic olap,"laks v. s. lakshmanan , jian pei , yan zhao",SIGMOD,2003,qc-trees : an efficient summary structure for semantic olap,"laks v. s. lakshmanan , jian pei , yan zhao",SIGMOD,2003
150,0,query decomposition and view maintenance for query languages for unstructured data,dan suciu,VLDB,1996,safe query languages for constraint databases,peter z. revesz,ACM TODS,1998
151,0,minimal probing : supporting expensive predicates for top-k queries,"kevin chen-chuan chang , seung-won hwang",SIGMOD,2002,optimizing disjunctive queries with expensive predicates,"a. kemper , g. moerkotte , k. peithner , m. steinbrunn",SIGMOD,1994
152,1,report on dart ' 96 : databases : active and real-time ( concepts meet practice ),"nandit soparkar , krithi ramamritham",SIGMOD Rec.,1997,report on dart ' 96 : databases : active and real-time ( concepts meet practice ),"krithi ramamritham , nandit soparkar",SIGMOD Rec.,1997
153,1,optimization of run-time management of data intensive web-sites,"khaled yagoub , dan suciu , alon y. levy , daniela florescu",VLDB,1999,optimization of run-time management of data intensive web-sites,"daniela florescu , alon y. levy , dan suciu , khaled yagoub",VLDB,1999
154,0,efficient testing of high performance transaction processing systems,"d. wildfogel , ramana yerneni",VLDB,1997,enterprise transaction processing on windows nt,greg hope,SIGMOD,1995
155,0,warehousing workflow data : challenges and opportunities,"umeshwar dayal , ming-chien shan , angela bonifati , fabio casati",VLDB,2001,mining system audit data : opportunities and challenges,"wenke lee , wei fan",SIGMOD Rec.,2001
156,0,optimizing the secure evaluation of twig queries,"sihem amer-yahia , divesh srivastava , sungran cho , laks v. s. lakshmanan",VLDB,2002,optimizing multi-feature queries for image databases,"ulrich g &#252; ntzer , wolf-tilo balke , werner kie &#223; ling",VLDB,2000
157,1,real business processing meets the web,james chong,SIGMOD,1998,real business processing meets the web,james chong,SIGMOD,1998
158,1,starts : stanford proposal for internet meta-searching ( experience paper ),"hector garcia-molina , luis gravano , kevin chen-chuan chang , andreas paepcke",SIGMOD,1997,starts : stanford proposal for internet meta-searching,"luis gravano , chen-chuan k. chang , h &#233; ctor garc &#237; a-molina , andreas paepcke",SIGMOD,1997
159,0,querying atsql databases with temporal logic,"jan chomicki , david toman , michael h. böhlen",ACM TODS,2001,logical design for temporal databases with multiple granularities,"x. sean wang , claudio bettini , alexander brodsky , sushil jajodia",ACM TODS,1997
160,0,query caching and optimization in distributed mediator systems,"sibel adali , yannis papakonstantinou , k. selçuk candan , v. s. subrahmanian",SIGMOD,1996,distributed processing over stand-alone systems and applications,"gustavo alonso , claus hagen , hans-j &#246; rg schek , markus tresch",VLDB,1997
161,0,a framework for providing consistent and recoverable agent-based access to heterogeneous in mobile databases,"bharat k. bhargava , evaggelia pitoura",SIGMOD Rec.,1995,spatial and temporal content-based access to hypervideo databases,"haitao jiang , ahmed k. elmagarmid",VLDBJ,1998
162,0,pixel-oriented database visualizations,daniel a. keim,SIGMOD Rec.,1996,delaunay : a database visualization system,"isabel f. cruz , m. averbuch , wendy t. lucas , melissa radzyminski , kirby zhang",SIGMOD,1997
163,1,materialized views in oracle,"randall g. bello , william d. norcott , mohamed ziauddin , harry sun , karl dias , alan downing , james j. feenan jr. , andrew witkowski , james l. finnerty",VLDB,1998,materialized views in oracle,"randall g. bello , karl dias , alan downing , james j. feenan , jr. , james l. finnerty , william d. norcott , harry sun , andrew witkowski , mohamed ziauddin",VLDB,1998
164,0,a fast index for semistructured data,"brian cooper , gísli r. hjaltason , michael j. franklin , neal sample , moshe shadmon",VLDB,2001,query rewriting for semistructured data,"yannis papakonstantinou , vasilis vassalos",SIGMOD,1999
165,0,research in database engineering at the university of namur,jean-luc hainaut,SIGMOD Rec.,2003,database research at the university of oklahoma,"le gruenwald , leonard brown , ravi dirckze , sylvain guinepain , carlos sanchez , brian summers , sirirut vanichayobon",SIGMOD Rec.,1999
166,0,data stream query processing : a tutorial,"divesh srivastava , nick koudas",VLDB,2003,online query processing : a tutorial,"peter j. haas , joseph m. hellerstein",SIGMOD,2001
167,1,a hypertext query language for images,li yang,SIGMOD Rec.,1994,a hypertext query language for images,li yang,SIGMOD Rec.,1994
168,0,qursed : querying and reporting semistructured data,"yannis papakonstantinou , michalis petropoulos , vasilis vassalos",SIGMOD,2002,modelling and querying video data,"rune hjelsvold , roger midtstraum",VLDB,1994
169,0,effective timestamping in databases,"christian s. jensen , kristian torp , richard t. snodgrass",VLDBJ,2000,binding propagation in disjunctive databases,sergio greco,VLDB,1998
170,0,mining quantitative association rules in large relational tables,"ramakrishnan srikant , rakesh agrawal",SIGMOD,1996,data mining with optimized two-dimensional association rules,"takeshi fukuda , yasuhiko morimoto , shimichi morishita , takeshi tokuyama",ACM TODS,2001
171,0,the araneus web-base management system,"giansalvatore mecca , paolo merialdo , alessandro masci , paolo atzeni , giuseppe sindoni",SIGMOD,1998,a query language for a web-site management system,"mary fernandez , daniela florescu , alon levy , dan suciu",SIGMOD Rec.,1997
172,0,outerjoin simplification and reordering for query optimization,"césar a. galindo-legaria , arnon rosenthal",ACM TODS,1997,coloring away communication in parallel query optimization,"waqar hasan , rajeev motwani",VLDB,1995
173,1,database techniques for the world-wide web : a survey,"daniela florescu , alberto o. mendelzon , alon y. levy",SIGMOD Rec.,1998,database techniques for the world-wide web : a survey,"daniela florescu , alon levy , alberto mendelzon",SIGMOD Rec.,1998
174,0,mocha : a self-extensible database middleware system for distributed data sources,"manuel rodriguez-martinez , nick roussopoulos",SIGMOD,2000,the mariposa distributed database management system,jeff sidell,SIGMOD Rec.,1996
175,0,design and implementation of advanced knowledge processing in the kdms krisys ( demonstration description ),"stefan deßloch , joachim thomas , nelson mendonça mattos",SIGMOD,1995,the design and implementation of a sequence database system,"praveen seshadri , miron livny , raghu ramakrishnan",VLDB,1996
176,0,bulk-loading techniques for object databases and an application to relational data,"claude delobel , sophie cluet , sihem amer-yahia",VLDB,1998,optimizing queries with universal quantification in object-oriented and object-relational databases,"jens clau &#223; en , alfons kemper , guido moerkotte , klaus peithner",VLDB,1997
177,0,timber : a native system for querying xml,"laks v. s. lakshmanan , stelios paparizos , nuwee wiwatwattana , cong yu , jignesh m. patel , h. v. jagadish , andrew nierman , divesh srivastava , adriane chapman , yuqing wu , shurug al-khalifa",SIGMOD,2003,psoup : a system for streaming queries over streaming data,"sirish chandrasekaran , michael j. franklin",VLDBJ,2003
178,0,datablitz : a high performance main-memory storage manager,"p. p. s. narayan , s. joshi , m. nemeth , abraham silberschatz , henry f. korth , a. khivesera , jerry baulier , s. sudarshan , philip bohannon , peter mcilroy , j. miller , s. gogate , rajeev rastogi , c. gupta",VLDB,1998,"high-performance and scalability through application tier,in-memory data management",,VLDB,2000
179,0,the trigs active object-oriented database system - an overview,"gerti kappel , werner retschitzegger",SIGMOD Rec.,1998,the ccube constraint object-oriented database system,"alexander brodsky , victor e. segal , jia chen , paval a. exarkhopoulo",SIGMOD,1999
180,0,data bubbles for non-vector data : speeding-up hierarchical clustering in arbitrary metric spaces,"jörg sander , jianjun zhou",VLDB,2003,data bubbles : quality preserving performance boosting for hierarchical clustering,"markus m. breunig , hans-peter kriegel , peer kr &#246; ger , j &#246; rg sander",SIGMOD,2001
181,0,on-line warehouse view maintenance,"jennifer widom , dallan quass",SIGMOD,1997,algorithms for deferred view maintenance,"latha s. colby , timothy griffin , leonid libkin , inderpal singh mumick , howard trickey",SIGMOD,1996
182,0,efficient and effective metasearch for text databases incorporating linkages among documents,"weiyi meng , clement t. yu , king-lup liu , wensheng wu",SIGMOD,2001,efficient and cost-effective techniques for browsing and indexing large video databases,"junghwan oh , kien a. hua",SIGMOD,2000
183,0,optimization of constrained frequent set queries with 2-variable constraints,"laks v. s. lakshmanan , alex pang , raymond t. ng , jiawei han",SIGMOD,1999,efficient dynamic mining of constrained frequent sets,"laks v. s. lakshmanan , carson kai-sang leung , raymond t. ng",ACM TODS,2003
184,0,an introduction to spatial database systems,ralf hartmut güting,VLDBJ,1994,query optimization in compressed database systems,"zhiyuan chen , johannes gehrke , flip korn",SIGMOD,2001
185,0,design principles for data-intensive web sites,"piero fraternali , stefano paraboschi , stefano ceri",SIGMOD Rec.,1999,roadrunner : automatic data extraction from data-intensive web sites,"valter crescenzi , giansalvatore mecca , paolo merialdo",SIGMOD,2002
